Vulnerabilidad;Descripción;Solución;Dirección IP;Puerto;Nombre;Protocolo;Severidad;Explotable;cve;bid;Puntaje cvss;Nombre del plug-in;Información adicional;xref;Dirección mac;Sistema operativo;
The remote web server is not configured or is improperly configured.;The remote web server uses its default welcome page. Therefore, it&apos.s probable that this server is not used at all or is serving content that is meant to be hidden.;Disable this service if you do not use it.;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;Web Server Unconfigured - Default Install Page Present;;OSVDB:3233;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote Terminal Services use SSL/TLS.;The remote Terminal Services is configured to use SSL/TLS.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;Terminal Services Use SSL/TLS;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to take a screenshot of the remote login screen.;This script attempts to connect to the remote host via RDP (Remote Desktop Protocol) and attempts to take a screenshot of the login screen.  While this is not a vulnerability by itself, some versions of Windows display the names of the users who can connect and which ones are connected already.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;RDP Screenshot;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports encrypting traffic.;The remote Microsoft SQL Server service supports the use of encryption initiated during pre-login to switch from a cleartext to an encrypted communications channel.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;Microsoft SQL Server STARTTLS Support;http://msdn.microsoft.com/en-us/library/dd304523.aspx;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote Windows host has Terminal Services enabled.;Terminal Services allows a Windows user to remotely obtain a graphical login (and therefore act as a local user on the remote host).  If an attacker gains a valid login and password, this service could be used to gain further access on the remote host.  An attacker may also use this service to mount a dictionary attack against the remote host to try to log in remotely.  Note that RDP (the Remote Desktop Protocol) is vulnerable to Man-in-the-middle attacks, making it easy for attackers to steal the credentials of legitimate users by impersonating the Windows server.;Disable Terminal Services if you do not use it, and do not allow this service to run across the Internet.;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;Windows Terminal Services Enabled;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A database server is listening on the remote port.;The remote host is running MSSQL, a database server from Microsoft. It is possible to extract the version number of the remote installation from the server pre-login response.;Restrict access to the database to allowed IPs only. n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;Microsoft SQL Server TCP/IP Listener Detection;;OSVDB:112;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
An FTP server is listening on a remote port.;It is possible to obtain the banner of the remote FTP server by connecting to a remote port.;n/a;172.17.7.12;21;CHALLENGE;tcp;None;False;;;;FTP Server Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host appears to be running VMware Server, ESX Server, or GSX Server.;According to its banner, the remote host appears to be running a VMware server authentication daemon, which likely indicates the remote host is running VMware Server, ESX Server, or GSX Server.;n/a;172.17.7.12;912;CHALLENGE;tcp;None;False;;;;VMware ESX/GSX Server detection;http://www.vmware.com/;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host appears to be running VMware Server, ESX Server, or GSX Server.;According to its banner, the remote host appears to be running a VMware server authentication daemon, which likely indicates the remote host is running VMware Server, ESX Server, or GSX Server.;n/a;172.17.7.12;902;CHALLENGE;tcp;None;False;;;;VMware ESX/GSX Server detection;http://www.vmware.com/;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.12;912;CHALLENGE;tcp;None;False;;;;Service Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.12;902;CHALLENGE;tcp;None;False;;;;Service Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;Service Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.12;21;CHALLENGE;tcp;None;False;;;;Service Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine the remote SQL server version.;Microsoft SQL server has a function wherein remote users can query the database server for the version that is being run.  The query takes place over the same UDP port that handles the mapping of multiple SQL server instances on the same machine.   It is important to note that, after Version 8.00.194, Microsoft decided not to update this function.  This means that the data returned by the SQL ping is inaccurate for newer releases of SQL Server.;If there is only a single SQL instance installed on the remote host, consider filter incoming traffic to this port.;172.17.7.12;1434;CHALLENGE;udp;None;False;;;;Microsoft SQL Server UDP Query Remote Version Disclosure;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service implements TCP timestamps.;The remote host implements TCP timestamps, as defined by RFC1323.  A side effect of this feature is that the uptime of the remote host can sometimes be computed.;n/a;172.17.7.12;0;CHALLENGE;tcp;None;False;;;;TCP/IP Timestamps Supported;http://www.ietf.org/rfc/rfc1323.txt;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine the exact time set on the remote host.;The remote host answers to an ICMP timestamp request.  This allows an attacker to know the date that is set on the targeted machine, which may assist an unauthenticated, remote attacker in defeating time-based authentication protocols.  Timestamps returned from machines running Windows Vista / 7 / 2008 / 2008 R2 are deliberately incorrect, but usually within 1000 seconds of the actual system time.;Filter out the ICMP timestamp requests (13), and the outgoing ICMP timestamp replies (14).;172.17.7.12;0;CHALLENGE;icmp;None;False;CVE-1999-0524;;;ICMP Timestamp Request Remote Date Disclosure;;OSVDB:94 CWE:200;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote device supports LLMNR.;The remote device answered to a Link-local Multicast Name Resolution (LLMNR) request.  This protocol provides a name lookup service similar to NetBIOS or DNS.  It is enabled by default on modern Windows versions.;Make sure that use of this software conforms to your organization&apos.s acceptable use and security policies.;172.17.7.12;5355;CHALLENGE;udp;None;False;;;;Link-Local Multicast Name Resolution (LLMNR) Detection;http://www.nessus.org/u?85beb421 http://technet.microsoft.com/en-us/library/bb878128.aspx;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to obtain traceroute information.;Makes a traceroute to the remote host.;n/a;172.17.7.12;0;CHALLENGE;udp;None;False;;;;Traceroute Information;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host is configured with multiple IP addresses.;By sending a special NetBIOS query, Nessus was able to detect the use of multiple IP addresses on the remote host.  This indicates the host may be running virtualization software, a VPN client, or has multiple network interfaces.;n/a;172.17.7.12;137;CHALLENGE;udp;None;False;;;;NetBIOS Multiple IP Address Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Nessus is not able to access the remote Windows Registry.;It was not possible to connect to PIPE\winreg on the remote host.  If you intend to use Nessus to perform registry-based checks, the registry checks will not work because the &apos.Remote Registry Access&apos. service (winreg) has been disabled on the remote host or can not be connected to with the supplied credentials.;n/a;172.17.7.12;445;CHALLENGE;tcp;None;False;;;;Microsoft Windows SMB Registry : Nessus Cannot Access the Windows Registry;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;912;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;1027;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;1139;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;902;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;8088;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;1026;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;1025;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;445;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;21;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;135;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.12;139;CHALLENGE;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to log into the remote host.;The remote host is running a Microsoft Windows operating system or Samba, a CIFS/SMB server for Unix. It was possible to log into it using one of the following accounts :  - NULL session - Guest account - Supplied credentials;n/a;172.17.7.12;445;CHALLENGE;tcp;None;False;;;;Microsoft Windows SMB Log In Possible;http://support.microsoft.com/kb/143474 http://support.microsoft.com/kb/246261;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to obtain information about the remote operating system.;It is possible to obtain the remote operating system name and version (Windows and/or Samba) by sending an authentication request to port 139 or 445. This script requires SMB1 enabled on the host.;n/a;172.17.7.12;445;CHALLENGE;tcp;None;False;;;;Microsoft Windows SMB NativeLanManager Remote System Information Disclosure;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to obtain the network name of the remote host.;The remote host is listening on UDP port 137 or TCP port 445, and replies to NetBIOS nbtscan or SMB requests.  Note that this plugin gathers information to be used in other plugins, but does not itself generate a report.;n/a;172.17.7.12;137;CHALLENGE;udp;None;False;;;;Windows NetBIOS / SMB Remote Host Information Disclosure;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;1138;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;1026;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;1028;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;1025;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;1139;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;1027;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;445;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.12;135;CHALLENGE;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System) or Server Message Block (SMB) protocol, used to provide shared access to files, printers, etc between nodes on a network.;n/a;172.17.7.12;139;CHALLENGE;tcp;None;False;;;;Microsoft Windows SMB Service Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System) or Server Message Block (SMB) protocol, used to provide shared access to files, printers, etc between nodes on a network.;n/a;172.17.7.12;445;CHALLENGE;tcp;None;False;;;;Microsoft Windows SMB Service Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
